opearator,operatorcode,flightNo,source,depttime,dest,arrivaltime,days,stop
AirIndia, IAC,AI  540,DELHI,2055,CHENNAI(MADRAS),2345,234567,0
AirIndia, IAC,AI  540,DELHI,2055,CHENNAI(MADRAS),2345,1,0
AirIndia, IAC,AI  429,DELHI,945,CHENNAI(MADRAS),1240,1234567,0
AirIndia, IAC,AI  439,DELHI,615,CHENNAI(MADRAS),910,1234567,0
AirIndia, IAC,AI  463,DELHI,1045,CHANDIGARH,1150,1234567,0
AirIndia, IAC,AI  437,DELHI,1925,BHOPAL,2050,1234567,0
AirIndia, IAC,AI  833,DELHI,1320,BHOPAL,1445,1234567,0
AirIndia, IAC,AI  435,DELHI,605,BHOPAL,725,36,0
AirIndia, IAC,AI  435,DELHI,600,BHOPAL,725,12457,0
AirIndia, IAC,AI  504,DELHI,2030,BANGALORE,2315,134567,0
AirIndia, IAC,AI  504,DELHI,2030,BANGALORE,2315,2,0
AirIndia, IAC,AI  502,DELHI,1330,BANGALORE,1615,134567,0
AirIndia, IAC,AI  506,DELHI,945,BANGALORE,1230,134567,0
AirIndia, IAC,AI  506,DELHI,920,BANGALORE,1205,2,0
AirIndia, IAC,AI  803,DELHI,635,BANGALORE,910,1234567,0
AirIndia, IAC,AI  879,DELHI,1120,BAGDOGRA,1330,1234567,0
AirIndia, IAC,AI  441,DELHI,1800,AURANGABAD,2000,1234567,0
AirIndia, IAC,AI  453,DELHI,810,AMRITSAR,915,1234567,0
AirIndia, IAC,AI  461,DELHI,500,AMRITSAR,610,1234567,0
AirIndia, IAC,AI  638,COIMBATORE,1455,MUMBAI  (BOMBAY),1700,1234567,0
AirIndia, IAC,AI  658,COIMBATORE,1450,MUMBAI  (BOMBAY),1705,1234567,0
AirIndia, IAC,AI  658,COIMBATORE,1450,DELHI,2015,1234567,1
AirIndia, IAC,AI  682,COCHIN,810,MUMBAI  (BOMBAY),1030,1234567,0
AirIndia, IAC,AI  466,COCHIN,730,DELHI,1055,1234567,0
AirIndia, IAC,AI  510,COCHIN,1200,CHENNAI(MADRAS),1315,1234567,0
AirIndia, IAC,AI  3549,CHENNAI(MADRAS),1030,PORT  BLAIR,1250,6,0
AirIndia, IAC,AI  3787,CHENNAI(MADRAS),1030,PORT  BLAIR,1250,3,0
AirIndia, IAC,AI  549,CHENNAI(MADRAS),505,PORT  BLAIR,725,1234567,0
AirIndia, IAC,AI  672,CHENNAI(MADRAS),1515,MUMBAI  (BOMBAY),1725,1234567,0
AirIndia, IAC,AI  569,CHENNAI(MADRAS),620,MUMBAI  (BOMBAY),810,1234567,0
AirIndia, IAC,AI  671,CHENNAI(MADRAS),1150,MADURAI,1255,1234567,0
AirIndia, IAC,AI  766,CHENNAI(MADRAS),1610,KOLKATA,1825,1,0
AirIndia, IAC,AI  766,CHENNAI(MADRAS),1610,KOLKATA,1825,234567,0
AirIndia, IAC,AI  545,CHENNAI(MADRAS),1430,HYDERABAD,1545,1234567,0
AirIndia, IAC,AI  539,CHENNAI(MADRAS),1705,DELHI,1955,1,0
AirIndia, IAC,AI  539,CHENNAI(MADRAS),1705,DELHI,1955,234567,0
AirIndia, IAC,AI  430,CHENNAI(MADRAS),955,DELHI,1235,1234567,0
AirIndia, IAC,AI  440,CHENNAI(MADRAS),625,DELHI,900,1234567,0
AirIndia, IAC,AI  509,CHENNAI(MADRAS),1010,COCHIN,1125,1234567,0
AirIndia, IAC,AI  563,CHENNAI(MADRAS),1420,BANGALORE,1520,1234567,0
AirIndia, IAC,AI  464,CHANDIGARH,1230,DELHI,1345,1234567,0
AirIndia, IAC,AI  420,BHUBANESHWAR,1445,VARANASI,1615,2457,0
AirIndia, IAC,AI  670,BHUBANESHWAR,1420,MUMBAI  (BOMBAY),1640,1234567,0
AirIndia, IAC,AI  634,BHOPAL,815,MUMBAI  (BOMBAY),950,1234567,0
AirIndia, IAC,AI  438,BHOPAL,2155,DELHI,2300,1234567,0
AirIndia, IAC,AI  834,BHOPAL,1525,DELHI,1650,1234567,0
AirIndia, IAC,AI  436,BHOPAL,800,DELHI,920,367,0
AirIndia, IAC,AI  436,BHOPAL,800,DELHI,920,1245,0
AirIndia, IAC,AI  583,BANGALORE,730,TRIVANDRUM,840,1234567,0
AirIndia, IAC,AI  610,BANGALORE,1930,MUMBAI  (BOMBAY),2110,1234567,0
AirIndia, IAC,AI  608,BANGALORE,1740,MUMBAI  (BOMBAY),1925,1234567,0
AirIndia, IAC,AI  604,BANGALORE,835,MUMBAI  (BOMBAY),1020,1234567,0
AirIndia, IAC,AI  640,BANGALORE,645,MUMBAI  (BOMBAY),820,1234567,0
AirIndia, IAC,AI  772,BANGALORE,605,KOLKATA,835,1234567,0
AirIndia, IAC,AI  516,BANGALORE,1910,HYDERABAD,2015,1234567,0
AirIndia, IAC,AI  513,BANGALORE,815,HYDERABAD,915,1234567,0
AirIndia, IAC,AI  503,BANGALORE,1710,DELHI,1940,1234567,0
AirIndia, IAC,AI  501,BANGALORE,1330,DELHI,1610,134567,0
AirIndia, IAC,AI  505,BANGALORE,1000,DELHI,1245,1234567,0
AirIndia, IAC,AI  804,BANGALORE,610,DELHI,855,134567,0
AirIndia, IAC,AI  804,BANGALORE,545,DELHI,830,2,0
AirIndia, IAC,AI  564,BANGALORE,1150,CHENNAI(MADRAS),1245,1234567,0
AirIndia, IAC,AI  722,BAGDOGRA,1535,KOLKATA,1650,1234567,0
AirIndia, IAC,AI  880,BAGDOGRA,1410,DELHI,1615,1234567,0
AirIndia, IAC,AI  441,AURANGABAD,2040,MUMBAI  (BOMBAY),2200,1234567,0
AirIndia, IAC,AI  442,AURANGABAD,1640,DELHI,1840,1234567,0
AirIndia, IAC,AI  462,AMRITSAR,1415,DELHI,1520,1234567,0
AirIndia, IAC,AI  454,AMRITSAR,1030,DELHI,1135,1234567,0
AirIndia, IAC,AI  3210,AIZAWAL,1530,KOLKATA,1640,7,0
AirIndia, IAC,AI  713,AIZAWAL,1520,KOLKATA,1630,1246,0
AirIndia, IAC,AI  711,AIZAWAL,1345,KOLKATA,1630,357,1
AirIndia, IAC,AI  711,AIZAWAL,1345,IMPHAL,1430,357,0
AirIndia, IAC,AI  614,AHMEDABAD,730,MUMBAI  (BOMBAY),855,1234567,0
AirIndia, IAC,AI  406,AGRA,1430,KHAJURAHO,1525,136,0
AirIndia, IAC,AI  3244,AGARTALA,1850,KOLKATA,1950,2467,0
AirIndia, IAC,AI  744,AGARTALA,1140,KOLKATA,1240,1234567,0
AirPegasus, PPL,OP  104,TRIVANDRUM,2030,BANGALORE,2210,1234567,0
AirPegasus, PPL,OP  106,TRIVANDRUM,830,BANGALORE,1020,1234567,0
AirPegasus, PPL,OP  192,PONDICHERRY,1455,BANGALORE,1555,157,0
AirPegasus, PPL,OP  120,MANGALORE,1220,BANGALORE,1330,134567,0
AirPegasus, PPL,OP  221,MADURAI,1800,CHENNAI(MADRAS),1925,1234567,0
AirPegasus, PPL,OP  122,MADURAI,2130,BANGALORE,2245,1234567,0
AirPegasus, PPL,OP  112,HUBLI,1645,BANGALORE,1805,1234567,0
AirPegasus, PPL,OP  118,HUBLI,840,BANGALORE,1000,1234567,0
AirPegasus, PPL,OP  132,CUDDAPAH,1445,BANGALORE,1545,346,0
AirPegasus, PPL,OP  222,CHENNAI(MADRAS),1950,MADURAI,2110,1234567,0
AirPegasus, PPL,OP  124,CHENNAI(MADRAS),1200,BANGALORE,1310,134567,0
AirPegasus, PPL,OP  103,BANGALORE,1830,TRIVANDRUM,2010,1234567,0
AirPegasus, PPL,OP  101,BANGALORE,630,TRIVANDRUM,810,1234567,0
AirPegasus, PPL,OP  191,BANGALORE,1335,PONDICHERRY,1435,157,0
AirPegasus, PPL,OP  119,BANGALORE,1045,MANGALORE,1155,134567,0
AirPegasus, PPL,OP  121,BANGALORE,1620,MADURAI,1740,1234567,0
AirPegasus, PPL,OP  111,BANGALORE,1505,HUBLI,1625,1234567,0
AirPegasus, PPL,OP  117,BANGALORE,700,HUBLI,820,1234567,0
AirPegasus, PPL,OP  131,BANGALORE,1335,CUDDAPAH,1425,346,0
AirPegasus, PPL,OP  123,BANGALORE,1025,CHENNAI(MADRAS),1135,134567,0
AllianceAir, AAS,9I531,VIZAG,940,VIJAYAWADA,1050,12347,0
AllianceAir, AAS,9I531,VIZAG,940,HYDERABAD,1220,12347,1
AllianceAir, AAS,9I530,VIJAYAWADA,800,VIZAG,910,12347,0
AllianceAir, AAS,9I531,VIJAYAWADA,1120,HYDERABAD,1220,12347,0
AllianceAir, AAS,9I738,TEZPUR,855,SILCHAR,940,246,0
AllianceAir, AAS,9I738,TEZPUR,855,KOLKATA,1135,246,1
AllianceAir, AAS,9I650,SURAT,745,MUMBAI  (BOMBAY),835,357,0
AllianceAir, AAS,9I608,SURAT,955,DELHI,1135,12356,0
AllianceAir, AAS,9I608,SURAT,830,DELHI,1110,47,0
AllianceAir, AAS,9I737,SILCHAR,750,TEZPUR,835,246,0
AllianceAir, AAS,9I738,SILCHAR,1000,KOLKATA,1135,246,0
AllianceAir, AAS,9I712,SHILLONG,1440,KOLKATA,1625,123467,0
AllianceAir, AAS,9I632,RAJKOT,855,DELHI,1125,1234567,0
AllianceAir, AAS,9I602,PORT,1350,DELHI,1710,4,0
AllianceAir, AAS,9I602,PORT,1050,DELHI,1410,7,0
AllianceAir, AAS,9I901,PORT,1100,CAR  NICOBAR,1155,4,0
AllianceAir, AAS,9I816,PANT,1155,DELHI,1250,2356,0
AllianceAir, AAS,9I649,MUMBAI,635,SURAT,725,357,0
AllianceAir, AAS,9I627,MUMBAI,1030,GWALIOR,1315,357,0
AllianceAir, AAS,9I623,MUMBAI,1155,DIU,1300,1246,0
AllianceAir, AAS,9I625,MUMBAI,635,BHUJ,830,1246,0
AllianceAir, AAS,9I740,LILABARI,905,KOLKATA,1155,1357,1
AllianceAir, AAS,9I740,LILABARI,905,GUWAHATI,1005,1357,0
AllianceAir, AAS,9I806,KULLU,815,DELHI,935,1234567,0
AllianceAir, AAS,9I737,KOLKATA,550,TEZPUR,835,246,1
AllianceAir, AAS,9I737,KOLKATA,550,SILCHAR,730,246,0
AllianceAir, AAS,9I711,KOLKATA,1235,SHILLONG,1420,123467,0
AllianceAir, AAS,9I739,KOLKATA,550,LILABARI,845,1357,1
AllianceAir, AAS,9I739,KOLKATA,550,GUWAHATI,725,1357,0
AllianceAir, AAS,9I618,JABALPUR,1420,DELHI,1550,12356,0
AllianceAir, AAS,9I530,HYDERABAD,635,VIZAG,910,12347,1
AllianceAir, AAS,9I530,HYDERABAD,635,VIJAYAWADA,730,12347,0
AllianceAir, AAS,9I628,GWALIOR,1345,MUMBAI  (BOMBAY),1625,357,0
AllianceAir, AAS,9I739,GUWAHATI,745,LILABARI,845,1357,0
AllianceAir, AAS,9I740,GUWAHATI,1025,KOLKATA,1155,1357,0
AllianceAir, AAS,91810,GORAKHPUR,1605,DELHI,1805,123456,0
AllianceAir, AAS,9I624,DIU,1340,MUMBAI  (BOMBAY),1450,1246,0
AllianceAir, AAS,9I814,DHARAMSHALA,1235,DELHI,1420,1234567,0
AllianceAir, AAS,9I607,DELHI,745,SURAT,925,12356,0
AllianceAir, AAS,9I607,DELHI,525,SURAT,800,47,0
AllianceAir, AAS,9I631,DELHI,550,RAJKOT,825,1234567,0
AllianceAir, AAS,9I601,DELHI,545,PORT  BLAIR,1020,47,1
AllianceAir, AAS,9I815,DELHI,1025,PANT  NAGAR,1125,2356,0
AllianceAir, AAS,9I805,DELHI,635,KULLU,750,1234567,0
AllianceAir, AAS,9I617,DELHI,1230,JABALPUR,1350,12356,0
AllianceAir, AAS,9I809,DELHI,1340,GORAKHPUR,1535,123456,0
AllianceAir, AAS,9I813,DELHI,1020,DHARAMSHALA,1205,1234567,0
AllianceAir, AAS,9I609,DELHI,1705,DEHRADUN,1800,1234567,0
AllianceAir, AAS,9I601,DELHI,545,BHUBANESHWAR,750,47,0
AllianceAir, AAS,9I603,DELHI,1215,ALLAHABAD,1400,1234567,0
AllianceAir, AAS,9I610,DEHRADUN,1835,DELHI,1950,1234567,0
AllianceAir, AAS,9I506,COCHIN,1335,BANGALORE,1505,123456,0
AllianceAir, AAS,9I505,COCHIN,1005,AGATTI,1125,123456,0
AllianceAir, AAS,9I902,CAR,1225,PORT  BLAIR,1320,4,0
AllianceAir, AAS,9I626,BHUJ,900,MUMBAI  (BOMBAY),1050,1246,0
AllianceAir, AAS,9I601,BHUBANESHWAR,820,PORT  BLAIR,1020,47,0
AllianceAir, AAS,9I505,BANGALORE,815,COCHIN,935,123456,0
AllianceAir, AAS,9I505,BANGALORE,815,AGATTI,1125,123456,1
AllianceAir, AAS,9I604,ALLAHABAD,1430,DELHI,1555,1234567,0
AllianceAir, AAS,9I506,AGATTI,1145,COCHIN,1300,123456,0
AllianceAir, AAS,9I506,AGATTI,1145,BANGALORE,1505,123456,1
GoAir, GOW,G8  287,SRINAGAR,1530,MUMBAI  (BOMBAY),1815,1234567,0
GoAir, GOW,G8  386,SRINAGAR,830,MUMBAI  (BOMBAY),1125,1234567,0
GoAir, GOW,G8  202,SRINAGAR,1730,DELHI,1850,1234567,0
GoAir, GOW,G8  223,SRINAGAR,1630,DELHI,1740,1234567,0
GoAir, GOW,G8  197,SRINAGAR,1545,DELHI,1705,1234567,0
GoAir, GOW,G8  198,SRINAGAR,1130,DELHI,1300,1234567,0
GoAir, GOW,G8  192,SRINAGAR,730,DELHI,840,1234567,0
GoAir, GOW,G8  585,RANCHI,1520,MUMBAI  (BOMBAY),1750,1234567,0
GoAir, GOW,G8  148,RANCHI,2000,DELHI,2145,1234567,0
GoAir, GOW,G8  146,RANCHI,1135,DELHI,1320,1234567,0
GoAir, GOW,G8  272,RANCHI,1325,BANGALORE,1555,1234567,0
GoAir, GOW,G8  283,PUNE,730,NAGPUR,850,1234567,0
GoAir, GOW,G8  176,PUNE,2230,DELHI,40,1234567,0
GoAir, GOW,G8  172,PUNE,2050,DELHI,2305,123457,0
GoAir, GOW,G8  174,PUNE,1130,DELHI,1340,123457,0
GoAir, GOW,G8  174,PUNE,1055,DELHI,1255,6,0
GoAir, GOW,G8  452,PUNE,2300,CHENNAI(MADRAS),40,1234567,0
GoAir, GOW,G8  284,PUNE,2225,BANGALORE,2345,1234567,0
GoAir, GOW,G8  242,PUNE,1830,BANGALORE,1955,1234567,0
GoAir, GOW,G8  634,PUNE,2305,AHMEDABAD,15,1234567,0
GoAir, GOW,G8  304,PORT,1055,MUMBAI  (BOMBAY),1535,1234567,1
GoAir, GOW,G8  102,PORT,1840,KOLKATA,2055,2,0
GoAir, GOW,G8  102,PORT,1750,KOLKATA,2005,134567,0
GoAir, GOW,G8  102,PORT,1840,DELHI,5,2,1
GoAir, GOW,G8  102,PORT,1750,DELHI,2255,134567,1
GoAir, GOW,G8  304,PORT,1055,CHENNAI(MADRAS),1305,1234567,0
GoAir, GOW,G8  292,PORT,1215,BANGALORE,1500,2,0
GoAir, GOW,G8  292,PORT,1125,BANGALORE,1410,134567,0
GoAir, GOW,G8  585,PATNA,1405,RANCHI,1450,1234567,0
GoAir, GOW,G8  272,PATNA,1205,RANCHI,1255,1234567,0
GoAir, GOW,G8  585,PATNA,1405,MUMBAI  (BOMBAY),1750,1234567,1
GoAir, GOW,G8  150,PATNA,1930,DELHI,2110,1234567,0
GoAir, GOW,G8  136,PATNA,1440,DELHI,1615,1234567,0
GoAir, GOW,G8  134,PATNA,825,DELHI,1005,1234567,0
GoAir, GOW,G8  272,PATNA,1205,BANGALORE,1555,1234567,1
GoAir, GOW,G8  284,NAGPUR,2040,PUNE,2155,1234567,0
GoAir, GOW,G8  141,NAGPUR,920,MUMBAI  (BOMBAY),1105,1234567,0
GoAir, GOW,G8  284,NAGPUR,2040,BANGALORE,2345,1234567,1
GoAir, GOW,G8  287,MUMBAI,1055,SRINAGAR,1500,1234567,1
GoAir, GOW,G8  386,MUMBAI,400,SRINAGAR,800,1234567,1
GoAir, GOW,G8  585,MUMBAI,1115,RANCHI,1450,1234567,1
GoAir, GOW,G8  305,MUMBAI,550,PORT  BLAIR,1025,1234567,1
GoAir, GOW,G8  585,MUMBAI,1115,PATNA,1335,1234567,0
GoAir, GOW,G8  142,MUMBAI,1845,NAGPUR,2010,1234567,0
GoAir, GOW,G8  397,MUMBAI,1505,LUCKNOW,1715,1234567,0
GoAir, GOW,G8  395,MUMBAI,1015,LUCKNOW,1230,1234567,0
GoAir, GOW,G8  386,MUMBAI,400,LEH,640,1234567,0
GoAir, GOW,G8  287,MUMBAI,1055,JAMMU,1330,1234567,0
GoAir, GOW,G8  391,MUMBAI,1525,JAIPUR,1710,1234567,0
GoAir, GOW,G8  390,MUMBAI,550,JAIPUR,735,1234567,0
GoAir, GOW,G8  371,MUMBAI,1330,GOA,1440,1234567,0
GoAir, GOW,G8  377,MUMBAI,1135,GOA,1235,1234567,0
GoAir, GOW,G8  375,MUMBAI,525,GOA,625,1234567,0
GoAir, GOW,G8  345,MUMBAI,2205,DELHI,10,1234567,0
GoAir, GOW,G8  343,MUMBAI,2100,DELHI,2310,1234567,0
GoAir, GOW,G8  341,MUMBAI,2010,DELHI,2220,1234567,0
GoAir, GOW,G8  339,MUMBAI,1740,DELHI,1955,1234567,0
GoAir, GOW,G8  337,MUMBAI,1205,DELHI,1410,1234567,0
GoAir, GOW,G8  319,MUMBAI,950,DELHI,1210,1234567,0
GoAir, GOW,G8  327,MUMBAI,750,DELHI,1000,1234567,0
GoAir, GOW,G8  329,MUMBAI,600,DELHI,805,1234567,0
GoAir, GOW,G8  336,MUMBAI,1710,COCHIN,1905,1234567,0
GoAir, GOW,G8  347,MUMBAI,1025,COCHIN,1225,1234567,0
GoAir, GOW,G8  303,MUMBAI,1825,CHENNAI(MADRAS),2025,1234567,0
GoAir, GOW,G8  305,MUMBAI,550,CHENNAI(MADRAS),745,1234567,0
GoAir, GOW,G8  383,MUMBAI,1615,CHANDIGARH,1830,1234567,0
GoAir, GOW,G8  381,MUMBAI,835,CHANDIGARH,1100,1234567,0
GoAir, GOW,G8  244,MUMBAI,1555,BHUBANESHWAR,1810,1234567,0
GoAir, GOW,G8  325,MUMBAI,2145,BANGALORE,2315,1234567,0
GoAir, GOW,G8  396,MUMBAI,2055,BANGALORE,2220,1234567,0
GoAir, GOW,G8  323,MUMBAI,1430,BANGALORE,1610,1234567,0
GoAir, GOW,G8  317,MUMBAI,600,BANGALORE,740,1234567,0
GoAir, GOW,G8  363,MUMBAI,2210,AHMEDABAD,2325,1234567,0
GoAir, GOW,G8  369,MUMBAI,1935,AHMEDABAD,2050,1234567,0
GoAir, GOW,G8  365,MUMBAI,740,AHMEDABAD,855,1234567,0
GoAir, GOW,G8  396,LUCKNOW,1745,MUMBAI  (BOMBAY),2010,1234567,0
GoAir, GOW,G8  398,LUCKNOW,1300,MUMBAI  (BOMBAY),1510,1234567,0
GoAir, GOW,G8  182,LUCKNOW,2325,DELHI,30,1234567,0
GoAir, GOW,G8  188,LUCKNOW,1810,DELHI,1910,1234567,0
GoAir, GOW,G8  208,LUCKNOW,700,DELHI,800,123457,0
GoAir, GOW,G8  396,LUCKNOW,1745,BANGALORE,2220,1234567,1
GoAir, GOW,G8  386,LEH,710,SRINAGAR,800,1234567,0
GoAir, GOW,G8  386,LEH,710,MUMBAI  (BOMBAY),1125,1234567,1
GoAir, GOW,G8  194,LEH,1030,DELHI,1150,1234567,0
GoAir, GOW,G8  204,LEH,835,DELHI,950,1234567,0
GoAir, GOW,G8  101,KOLKATA,840,PORT  BLAIR,1055,1234567,0
GoAir, GOW,G8  532,KOLKATA,935,GUWAHATI,1050,1234567,0
GoAir, GOW,G8  102,KOLKATA,2135,DELHI,5,2,0
GoAir, GOW,G8  102,KOLKATA,2040,DELHI,2255,134567,0
GoAir, GOW,G8  537,KOLKATA,1845,AHMEDABAD,2120,1234567,0
GoAir, GOW,G8  197,JAMMU,1430,SRINAGAR,1510,1234567,0
GoAir, GOW,G8  287,JAMMU,1405,SRINAGAR,1500,1234567,0
GoAir, GOW,G8  287,JAMMU,1405,MUMBAI  (BOMBAY),1815,1234567,1
GoAir, GOW,G8  186,JAMMU,1555,DELHI,1710,1234567,0
GoAir, GOW,G8  197,JAMMU,1430,DELHI,1705,1234567,1
GoAir, GOW,G8  392,JAIPUR,1740,MUMBAI  (BOMBAY),1920,1234567,0
GoAir, GOW,G8  388,JAIPUR,805,MUMBAI  (BOMBAY),945,1234567,0
GoAir, GOW,G8  537,GUWAHATI,1705,KOLKATA,1815,1234567,0
GoAir, GOW,G8  152,GUWAHATI,1120,DELHI,1340,1234567,0
GoAir, GOW,G8  537,GUWAHATI,1705,AHMEDABAD,2120,1234567,1
GoAir, GOW,G8  372,GOA,1510,MUMBAI  (BOMBAY),1630,1234567,0
GoAir, GOW,G8  378,GOA,1305,MUMBAI  (BOMBAY),1415,1234567,0
GoAir, GOW,G8  376,GOA,655,MUMBAI  (BOMBAY),755,1234567,0
GoAir, GOW,G8  285,GOA,1745,DELHI,2005,1234567,0
GoAir, GOW,G8  286,GOA,1350,BANGALORE,1455,134567,0
GoAir, GOW,G8  286,GOA,1350,BANGALORE,1500,2,0
GoAir, GOW,G8  201,DELHI,1535,SRINAGAR,1700,1234567,0
GoAir, GOW,G8  213,DELHI,1435,SRINAGAR,1600,1234567,0
GoAir, GOW,G8  197,DELHI,1245,SRINAGAR,1510,1234567,1
GoAir, GOW,G8  199,DELHI,940,SRINAGAR,1100,1234567,0
GoAir, GOW,G8  190,DELHI,545,SRINAGAR,700,1234567,0
GoAir, GOW,G8  147,DELHI,1750,RANCHI,1930,1234567,0
GoAir, GOW,G8  145,DELHI,925,RANCHI,1105,1234567,0
GoAir, GOW,G8  175,DELHI,1955,PUNE,2200,1234567,0
GoAir, GOW,G8  171,DELHI,1820,PUNE,2020,123457,0
GoAir, GOW,G8  173,DELHI,855,PUNE,1100,123457,0
GoAir, GOW,G8  173,DELHI,820,PUNE,1025,6,0
GoAir, GOW,G8  101,DELHI,555,PORT  BLAIR,1055,1234567,1
GoAir, GOW,G8  149,DELHI,1725,PATNA,1900,1234567,0
GoAir, GOW,G8  137,DELHI,1235,PATNA,1410,1234567,0
GoAir, GOW,G8  135,DELHI,620,PATNA,755,1234567,0
GoAir, GOW,G8  344,DELHI,2230,MUMBAI  (BOMBAY),35,1234567,0
GoAir, GOW,G8  342,DELHI,2050,MUMBAI  (BOMBAY),2300,1234567,0
GoAir, GOW,G8  346,DELHI,1935,MUMBAI  (BOMBAY),2135,1234567,0
GoAir, GOW,G8  340,DELHI,1805,MUMBAI  (BOMBAY),2015,1234567,0
GoAir, GOW,G8  336,DELHI,1420,MUMBAI  (BOMBAY),1620,1234567,0
GoAir, GOW,G8  338,DELHI,1045,MUMBAI  (BOMBAY),1250,1234567,0
GoAir, GOW,G8  334,DELHI,805,MUMBAI  (BOMBAY),1015,1234567,0
GoAir, GOW,G8  330,DELHI,705,MUMBAI  (BOMBAY),910,1234567,0
GoAir, GOW,G8  181,DELHI,2155,LUCKNOW,2255,1234567,0
GoAir, GOW,G8  214,DELHI,1635,LUCKNOW,1740,1234567,0
GoAir, GOW,G8  189,DELHI,525,LUCKNOW,630,123457,0
GoAir, GOW,G8  217,DELHI,840,LEH,1000,1234567,0
GoAir, GOW,G8  203,DELHI,640,LEH,805,1234567,0
GoAir, GOW,G8  101,DELHI,555,KOLKATA,805,1234567,0
GoAir, GOW,G8  185,DELHI,1405,JAMMU,1525,1234567,0
GoAir, GOW,G8  197,DELHI,1245,JAMMU,1400,1234567,0
GoAir, GOW,G8  151,DELHI,1410,GUWAHATI,1635,1234567,0
GoAir, GOW,G8  286,DELHI,1040,GOA,1320,1234567,0
GoAir, GOW,G8  336,DELHI,1420,COCHIN,1905,1234567,1
GoAir, GOW,G8  117,DELHI,2035,BANGALORE,2330,1234567,0
GoAir, GOW,G8  113,DELHI,545,BANGALORE,825,1234567,0
GoAir, GOW,G8  153,DELHI,1050,BAGDOGRA,1255,1234567,0
GoAir, GOW,G8  345,COCHIN,1935,MUMBAI  (BOMBAY),2125,1234567,0
GoAir, GOW,G8  348,COCHIN,1255,MUMBAI  (BOMBAY),1450,1234567,0
GoAir, GOW,G8  345,COCHIN,1935,DELHI,10,1234567,1
GoAir, GOW,G8  451,CHENNAI(MADRAS),2100,PUNE,2235,1234567,0
GoAir, GOW,G8  305,CHENNAI(MADRAS),815,PORT  BLAIR,1025,1234567,0
GoAir, GOW,G8  304,CHENNAI(MADRAS),1340,MUMBAI  (BOMBAY),1535,1234567,0
GoAir, GOW,G8  302,CHENNAI(MADRAS),520,MUMBAI  (BOMBAY),705,1234567,0
GoAir, GOW,G8  384,CHANDIGARH,1900,MUMBAI  (BOMBAY),2115,1234567,0
GoAir, GOW,G8  382,CHANDIGARH,1130,MUMBAI  (BOMBAY),1350,134567,0
GoAir, GOW,G8  382,CHANDIGARH,1130,MUMBAI  (BOMBAY),1345,2,0
GoAir, GOW,G8  247,BHUBANESHWAR,1840,MUMBAI  (BOMBAY),2105,1234567,0
GoAir, GOW,G8  272,BANGALORE,905,RANCHI,1255,1234567,1
GoAir, GOW,G8  241,BANGALORE,1640,PUNE,1800,1234567,0
GoAir, GOW,G8  283,BANGALORE,545,PUNE,700,1234567,0
GoAir, GOW,G8  291,BANGALORE,1535,PORT  BLAIR,1810,2,0
GoAir, GOW,G8  291,BANGALORE,1435,PORT  BLAIR,1720,134567,0
GoAir, GOW,G8  272,BANGALORE,905,PATNA,1135,1234567,0
GoAir, GOW,G8  283,BANGALORE,545,NAGPUR,850,1234567,1
GoAir, GOW,G8  326,BANGALORE,2250,MUMBAI  (BOMBAY),30,1234567,0
GoAir, GOW,G8  320,BANGALORE,1635,MUMBAI  (BOMBAY),1750,1234567,0
GoAir, GOW,G8  395,BANGALORE,810,MUMBAI  (BOMBAY),935,1234567,0
GoAir, GOW,G8  318,BANGALORE,545,MUMBAI  (BOMBAY),710,1234567,0
GoAir, GOW,G8  395,BANGALORE,810,LUCKNOW,1230,1234567,1
GoAir, GOW,G8  285,BANGALORE,1535,GOA,1715,1234567,0
GoAir, GOW,G8  118,BANGALORE,2040,DELHI,2320,1234567,0
GoAir, GOW,G8  285,BANGALORE,1535,DELHI,2005,1234567,1
GoAir, GOW,G8  116,BANGALORE,525,DELHI,855,1234567,0
GoAir, GOW,G8  154,BAGDOGRA,1325,DELHI,1545,1234567,0
GoAir, GOW,G8  633,AHMEDABAD,2120,PUNE,2230,1234567,0
GoAir, GOW,G8  364,AHMEDABAD,2355,MUMBAI  (BOMBAY),115,1234567,0
GoAir, GOW,G8  370,AHMEDABAD,2150,MUMBAI  (BOMBAY),2315,1234567,0
GoAir, GOW,G8  368,AHMEDABAD,925,MUMBAI  (BOMBAY),1035,1234567,0
GoAir, GOW,G8  532,AHMEDABAD,610,KOLKATA,900,1234567,0
GoAir, GOW,G8  532,AHMEDABAD,610,GUWAHATI,1050,1234567,1
Indigo, IND,6E  809,VIZAG,1305,MUMBAI  (BOMBAY),1610,1234567,1
Indigo, IND,6E  608,VIZAG,810,MUMBAI  (BOMBAY),1125,1234567,1
Indigo, IND,6E  886,VIZAG,1255,KOLKATA,1500,1234567,0
Indigo, IND,6E  557,VIZAG,835,KOLKATA,1105,1234567,1
Indigo, IND,6E  883,VIZAG,1800,HYDERABAD,1920,1234567,0
Indigo, IND,6E  684,VIZAG,1650,HYDERABAD,1755,1234567,0
Indigo, IND,6E  809,VIZAG,1305,HYDERABAD,1415,1234567,0
Indigo, IND,6E  886,VIZAG,1255,HYDERABAD,1735,1234567,1
Indigo, IND,6E  608,VIZAG,810,HYDERABAD,920,1234567,0
Indigo, IND,6E  772,VIZAG,1830,DELHI,2050,1234567,0
